timestamp,ridlserver02,ridlserver04,ridlserver05,ridlserver11,ridlserver12,total_watts
2025-09-22T12:48:10.459-05:00,137,85,135,95,161,613
2025-09-22T12:48:11.317-05:00,136,85,134,95,161,611
2025-09-22T12:48:11.745-05:00,136,85,134,95,161,611
2025-09-22T12:48:13.298-05:00,136,84,135,95,161,611
2025-09-22T12:48:14.732-05:00,135,84,135,95,161,610
2025-09-22T12:48:15.163-05:00,135,84,135,95,161,610
2025-09-22T12:48:15.583-05:00,135,84,135,95,161,610
2025-09-22T12:48:16.057-05:00,135,87,135,95,161,613
2025-09-22T12:48:16.531-05:00,135,87,135,95,161,613
2025-09-22T12:48:17.378-05:00,135,87,135,95,161,613
2025-09-22T12:48:17.799-05:00,135,87,135,95,161,613
2025-09-22T12:48:19.313-05:00,135,83,134,95,162,609
2025-09-22T12:48:20.711-05:00,135,83,134,95,162,609
2025-09-22T12:48:21.183-05:00,135,84,134,95,162,610
2025-09-22T12:48:21.645-05:00,135,84,134,95,162,610
2025-09-22T12:48:22.071-05:00,135,84,134,95,162,610
2025-09-22T12:48:22.565-05:00,135,84,134,95,160,608
2025-09-22T12:48:23.025-05:00,135,84,134,95,160,608
2025-09-22T12:48:23.469-05:00,135,84,134,94,160,607
2025-09-22T12:48:25.286-05:00,135,84,134,94,161,608
2025-09-22T12:48:26.210-05:00,137,84,133,95,161,610
2025-09-22T12:48:27.251-05:00,137,84,133,95,161,610
2025-09-22T12:48:27.677-05:00,137,84,133,95,161,610
2025-09-22T12:48:28.103-05:00,137,84,133,95,161,610
2025-09-22T12:48:28.523-05:00,137,84,133,95,161,610
2025-09-22T12:48:29.383-05:00,137,85,133,95,162,612
2025-09-22T12:48:29.810-05:00,137,85,133,95,162,612
2025-09-22T12:48:31.161-05:00,135,85,135,96,160,611
2025-09-22T12:48:31.650-05:00,135,84,135,95,160,609
2025-09-22T12:48:33.272-05:00,135,84,134,95,160,608
2025-09-22T12:48:33.719-05:00,135,84,134,96,160,609
2025-09-22T12:48:34.555-05:00,135,84,134,96,160,609
2025-09-22T12:48:35.001-05:00,135,84,134,96,160,609
2025-09-22T12:48:35.460-05:00,135,84,134,96,160,609
2025-09-22T12:48:37.010-05:00,135,84,134,96,160,609
2025-09-22T12:48:37.635-05:00,135,86,134,94,160,609
2025-09-22T12:48:39.208-05:00,135,86,134,94,160,609
2025-09-22T12:48:39.634-05:00,135,86,134,94,160,609
2025-09-22T12:48:40.054-05:00,135,86,134,94,160,609
2025-09-22T12:48:40.480-05:00,134,83,134,94,160,605
2025-09-22T12:48:40.954-05:00,134,83,134,94,160,605
2025-09-22T12:48:41.432-05:00,134,83,134,94,160,605
2025-09-22T12:48:43.107-05:00,136,83,134,96,160,609
2025-09-22T12:48:43.561-05:00,136,85,134,96,160,611
2025-09-22T12:48:45.225-05:00,136,85,134,96,160,611
2025-09-22T12:48:46.076-05:00,136,82,134,94,161,607
2025-09-22T12:48:46.556-05:00,136,82,134,94,161,607
2025-09-22T12:48:46.985-05:00,135,82,134,94,161,606
2025-09-22T12:48:47.463-05:00,135,82,134,94,161,606
2025-09-22T12:48:49.561-05:00,136,82,136,96,161,611
2025-09-22T12:48:51.163-05:00,134,82,135,96,161,608
2025-09-22T12:48:51.846-05:00,134,86,135,96,161,612
2025-09-22T12:48:52.489-05:00,134,86,135,96,161,612
2025-09-22T12:48:52.957-05:00,134,86,135,96,161,612
2025-09-22T12:48:53.383-05:00,134,86,135,96,161,612
2025-09-22T12:48:55.076-05:00,135,85,134,96,160,610
2025-09-22T12:48:55.978-05:00,135,81,134,98,160,608
2025-09-22T12:48:57.204-05:00,135,83,134,94,161,607
2025-09-22T12:48:58.279-05:00,135,83,134,94,160,606
2025-09-22T12:48:58.724-05:00,135,82,134,94,160,605
2025-09-22T12:48:59.216-05:00,135,82,134,94,160,605
2025-09-22T12:49:00.617-05:00,136,82,135,94,160,607
2025-09-22T12:49:01.138-05:00,146,82,134,94,160,616
2025-09-22T12:49:01.583-05:00,146,87,134,95,160,622
2025-09-22T12:49:03.394-05:00,146,84,134,95,160,619
2025-09-22T12:49:03.996-05:00,146,84,134,95,160,619
2025-09-22T12:49:04.645-05:00,165,84,135,95,160,639
2025-09-22T12:49:05.244-05:00,165,82,135,95,160,637
2025-09-22T12:49:06.966-05:00,166,82,134,96,160,638
2025-09-22T12:49:07.624-05:00,166,202,137,96,158,759
2025-09-22T12:49:10.652-05:00,164,202,137,94,160,757
2025-09-22T12:49:11.568-05:00,164,201,147,94,160,766
2025-09-22T12:49:12.310-05:00,166,201,162,94,160,783
2025-09-22T12:49:13.526-05:00,166,201,164,159,162,852
2025-09-22T12:49:15.280-05:00,164,201,164,159,162,850
2025-09-22T12:49:15.978-05:00,164,201,164,182,190,901
2025-09-22T12:49:16.644-05:00,164,202,164,182,190,902
2025-09-22T12:49:17.875-05:00,165,202,162,182,190,901
2025-09-22T12:49:19.557-05:00,165,201,162,181,188,897
2025-09-22T12:49:21.443-05:00,165,201,162,181,190,899
2025-09-22T12:49:22.387-05:00,167,202,165,181,189,904
2025-09-22T12:49:23.011-05:00,167,202,165,182,189,905
2025-09-22T12:49:23.450-05:00,167,202,165,182,189,905
2025-09-22T12:49:25.503-05:00,165,202,164,183,191,905
2025-09-22T12:49:27.395-05:00,166,201,165,183,190,905
2025-09-22T12:49:27.996-05:00,166,201,165,183,190,905
2025-09-22T12:49:28.607-05:00,166,201,165,181,190,903
2025-09-22T12:49:29.206-05:00,166,201,162,181,190,900
2025-09-22T12:49:30.035-05:00,166,201,162,181,190,900
2025-09-22T12:49:31.544-05:00,166,202,163,182,189,902
2025-09-22T12:49:32.666-05:00,167,203,163,182,189,904
2025-09-22T12:49:33.978-05:00,167,203,165,182,189,906
2025-09-22T12:49:34.830-05:00,167,203,165,182,189,906
2025-09-22T12:49:35.255-05:00,166,203,165,182,189,905
2025-09-22T12:49:35.867-05:00,166,203,164,183,189,905
2025-09-22T12:49:37.403-05:00,165,203,163,183,190,904
2025-09-22T12:49:38.206-05:00,164,202,164,182,190,902
2025-09-22T12:49:39.897-05:00,164,202,164,182,190,902
2025-09-22T12:49:40.692-05:00,165,202,164,182,190,903
2025-09-22T12:49:41.782-05:00,166,202,164,184,189,905
2025-09-22T12:49:43.936-05:00,164,202,165,182,190,903
2025-09-22T12:49:45.670-05:00,164,203,165,182,189,903
2025-09-22T12:49:46.264-05:00,164,203,165,182,189,903
2025-09-22T12:49:47.069-05:00,166,201,164,182,189,902
2025-09-22T12:49:48.123-05:00,167,201,164,182,190,904
2025-09-22T12:49:49.876-05:00,167,203,163,181,190,904
2025-09-22T12:49:51.689-05:00,165,202,164,182,190,903
2025-09-22T12:49:52.766-05:00,165,202,164,182,189,902
2025-09-22T12:49:53.385-05:00,165,202,164,182,189,902
2025-09-22T12:49:54.003-05:00,165,202,164,182,189,902
2025-09-22T12:49:55.316-05:00,165,202,165,182,191,905
2025-09-22T12:49:55.741-05:00,165,201,165,182,191,904
2025-09-22T12:49:57.665-05:00,165,203,163,182,190,903
2025-09-22T12:49:58.885-05:00,166,201,163,182,190,902
2025-09-22T12:49:59.501-05:00,166,201,165,183,190,905
2025-09-22T12:50:01.388-05:00,166,200,165,183,190,904
2025-09-22T12:50:02.274-05:00,166,203,163,183,190,905
2025-09-22T12:50:03.686-05:00,166,202,163,183,189,903
2025-09-22T12:50:04.481-05:00,165,202,163,183,189,902
2025-09-22T12:50:05.270-05:00,165,201,165,183,190,904
2025-09-22T12:50:06.360-05:00,166,201,165,182,190,904
2025-09-22T12:50:07.898-05:00,166,201,164,182,190,903
2025-09-22T12:50:10.764-05:00,166,204,163,182,189,904
2025-09-22T12:50:11.488-05:00,166,204,163,182,189,904
2025-09-22T12:50:13.260-05:00,167,202,164,182,191,906
2025-09-22T12:50:14.058-05:00,167,202,164,183,191,907
2025-09-22T12:50:15.426-05:00,167,203,164,181,191,906
2025-09-22T12:50:16.240-05:00,165,203,164,181,191,904
2025-09-22T12:50:16.890-05:00,165,202,164,181,189,901
2025-09-22T12:50:17.703-05:00,165,202,164,182,189,902
2025-09-22T12:50:18.773-05:00,165,202,163,182,190,902
2025-09-22T12:50:20.036-05:00,166,204,163,182,190,905
2025-09-22T12:50:21.702-05:00,166,204,164,181,190,905
2025-09-22T12:50:22.764-05:00,165,204,163,181,190,903
2025-09-22T12:50:23.440-05:00,165,202,163,184,190,904
2025-09-22T12:50:24.223-05:00,165,202,165,184,190,906
2025-09-22T12:50:25.922-05:00,166,99,164,184,190,803
2025-09-22T12:50:27.780-05:00,166,99,164,184,190,803
2025-09-22T12:50:28.440-05:00,166,99,164,184,190,803
2025-09-22T12:50:29.211-05:00,166,88,164,184,190,792
2025-09-22T12:50:30.194-05:00,167,88,164,184,190,793
2025-09-22T12:50:31.799-05:00,167,84,164,183,190,788
2025-09-22T12:50:33.597-05:00,135,84,134,183,190,726
2025-09-22T12:50:34.249-05:00,135,84,134,183,160,696
2025-09-22T12:50:34.884-05:00,135,84,134,183,160,696
2025-09-22T12:50:35.750-05:00,135,84,135,184,160,698
2025-09-22T12:50:36.218-05:00,135,84,135,184,160,698
2025-09-22T12:50:37.796-05:00,136,85,137,184,161,703
2025-09-22T12:50:38.787-05:00,136,82,135,182,161,696
2025-09-22T12:50:40.281-05:00,136,82,135,182,160,695
2025-09-22T12:50:40.712-05:00,136,90,135,182,160,703
2025-09-22T12:50:41.210-05:00,136,90,135,182,160,703
2025-09-22T12:50:41.645-05:00,136,90,135,182,160,703
2025-09-22T12:50:42.072-05:00,136,90,135,182,160,703
2025-09-22T12:50:43.617-05:00,137,90,135,96,161,619
2025-09-22T12:50:44.252-05:00,137,87,135,97,161,617
2025-09-22T12:50:45.843-05:00,137,87,135,97,161,617
2025-09-22T12:50:46.276-05:00,137,87,135,97,161,617
2025-09-22T12:50:46.703-05:00,137,87,135,97,161,617
2025-09-22T12:50:47.129-05:00,137,84,135,97,161,614
2025-09-22T12:50:47.567-05:00,136,84,135,97,161,613
2025-09-22T12:50:47.989-05:00,136,84,134,96,161,611
2025-09-22T12:50:50.175-05:00,135,84,135,95,160,609
2025-09-22T12:50:51.833-05:00,135,84,135,95,161,610
2025-09-22T12:50:52.260-05:00,135,84,135,95,161,610
2025-09-22T12:50:52.703-05:00,135,84,135,95,161,610
2025-09-22T12:50:53.640-05:00,135,84,135,95,161,610
2025-09-22T12:50:54.076-05:00,135,84,135,96,161,611
2025-09-22T12:50:55.718-05:00,135,84,135,96,161,611
2025-09-22T12:50:56.165-05:00,135,83,135,97,161,611
2025-09-22T12:50:57.803-05:00,135,83,135,97,161,611
2025-09-22T12:50:58.227-05:00,135,84,135,97,161,612
2025-09-22T12:50:58.753-05:00,135,84,135,97,161,612
2025-09-22T12:50:59.595-05:00,136,84,135,97,161,613
2025-09-22T12:51:00.254-05:00,136,89,135,97,159,616
2025-09-22T12:51:02.171-05:00,137,84,134,95,161,611
2025-09-22T12:51:03.819-05:00,137,84,134,95,161,611
2025-09-22T12:51:04.245-05:00,137,84,134,95,161,611
2025-09-22T12:51:04.707-05:00,137,84,134,96,161,612
2025-09-22T12:51:05.559-05:00,136,84,134,96,161,611
2025-09-22T12:51:06.004-05:00,136,84,134,96,161,611
2025-09-22T12:51:07.595-05:00,138,84,135,96,160,613
2025-09-22T12:51:08.294-05:00,166,84,136,97,161,644
2025-09-22T12:51:26.426-05:00,165,84,134,95,161,639
2025-09-22T12:51:27.891-05:00,165,84,134,96,161,640
2025-09-22T12:51:28.620-05:00,164,84,135,96,161,640
2025-09-22T12:51:29.511-05:00,164,83,135,95,161,638
2025-09-22T12:51:30.229-05:00,166,83,135,95,161,640
2025-09-22T12:51:32.102-05:00,165,83,134,95,160,637
2025-09-22T12:51:34.049-05:00,167,84,136,95,162,644
2025-09-22T12:51:34.781-05:00,167,84,136,95,162,644
2025-09-22T12:51:35.213-05:00,166,84,136,95,162,643
2025-09-22T12:51:35.851-05:00,166,84,134,95,160,639
2025-09-22T12:51:36.473-05:00,166,84,134,95,160,639
2025-09-22T12:51:38.009-05:00,167,194,134,95,160,750
2025-09-22T12:51:39.721-05:00,166,194,134,95,160,749
2025-09-22T12:51:40.339-05:00,166,202,134,95,161,758
2025-09-22T12:51:40.939-05:00,166,202,134,95,161,758
2025-09-22T12:51:41.620-05:00,167,202,135,95,161,760
2025-09-22T12:51:42.221-05:00,167,202,135,96,161,761
2025-09-22T12:51:43.947-05:00,166,201,134,96,162,759
2025-09-22T12:51:45.039-05:00,165,202,134,95,160,756
2025-09-22T12:51:46.702-05:00,166,200,135,94,160,755
2025-09-22T12:51:47.708-05:00,166,200,135,94,160,755
2025-09-22T12:51:48.368-05:00,165,200,135,94,160,754
2025-09-22T12:51:50.070-05:00,167,200,135,95,160,757
2025-09-22T12:51:50.969-05:00,166,204,135,95,160,760
2025-09-22T12:51:52.741-05:00,166,202,136,95,159,758
2025-09-22T12:51:53.602-05:00,166,202,136,94,161,759
2025-09-22T12:51:54.461-05:00,166,202,159,94,161,782
2025-09-22T12:51:56.215-05:00,165,202,164,94,161,786
2025-09-22T12:51:56.801-05:00,165,201,164,97,161,788
2025-09-22T12:51:58.501-05:00,165,201,164,96,160,786
2025-09-22T12:51:59.534-05:00,166,202,164,96,161,789
2025-09-22T12:52:00.286-05:00,166,202,164,96,161,789
2025-09-22T12:52:02.266-05:00,164,202,164,94,160,784
2025-09-22T12:52:03.584-05:00,164,202,164,94,160,784
2025-09-22T12:52:04.411-05:00,164,202,164,94,160,784
2025-09-22T12:52:05.022-05:00,164,202,164,94,160,784
2025-09-22T12:52:05.819-05:00,166,202,164,94,160,786
2025-09-22T12:52:06.254-05:00,166,202,164,94,160,786
2025-09-22T12:52:07.911-05:00,166,202,162,126,160,816
2025-09-22T12:52:08.743-05:00,165,202,164,182,160,873
2025-09-22T12:52:11.828-05:00,166,202,165,179,160,872
2025-09-22T12:52:14.132-05:00,166,202,165,183,160,876
2025-09-22T12:52:14.740-05:00,166,203,165,183,160,877
2025-09-22T12:52:16.485-05:00,166,203,165,182,160,876
2025-09-22T12:52:17.546-05:00,166,203,164,182,161,876
2025-09-22T12:52:18.368-05:00,165,203,163,183,161,875
2025-09-22T12:52:19.875-05:00,166,202,162,183,161,874
2025-09-22T12:52:20.772-05:00,167,203,163,181,161,875
2025-09-22T12:52:22.715-05:00,166,202,164,181,161,874
2025-09-22T12:52:23.673-05:00,166,202,164,181,160,873
2025-09-22T12:52:24.400-05:00,166,201,163,181,160,871
2025-09-22T12:52:26.342-05:00,166,203,162,183,160,874
2025-09-22T12:52:28.215-05:00,166,203,163,183,160,875
2025-09-22T12:52:29.029-05:00,166,203,165,182,160,876
2025-09-22T12:52:30.064-05:00,166,203,165,182,162,878
2025-09-22T12:52:30.502-05:00,166,203,165,182,162,878
2025-09-22T12:52:31.768-05:00,165,203,163,182,162,875
2025-09-22T12:52:32.433-05:00,167,203,165,183,162,880
2025-09-22T12:52:34.256-05:00,166,202,165,182,191,906
2025-09-22T12:52:35.022-05:00,166,202,165,182,191,906
2025-09-22T12:52:35.979-05:00,165,202,165,182,189,903
2025-09-22T12:52:36.701-05:00,165,202,164,182,189,902
2025-09-22T12:52:38.326-05:00,167,201,163,182,188,901
2025-09-22T12:52:42.349-05:00,166,201,163,182,190,902
2025-09-22T12:52:42.957-05:00,166,203,163,182,190,904
2025-09-22T12:52:44.648-05:00,165,203,163,183,189,903
2025-09-22T12:52:46.389-05:00,165,203,163,182,189,902
2025-09-22T12:52:47.175-05:00,166,203,165,182,189,905
2025-09-22T12:52:48.244-05:00,165,203,164,181,189,902
2025-09-22T12:52:50.201-05:00,166,202,165,183,191,907
2025-09-22T12:52:51.331-05:00,166,203,164,182,190,905
2025-09-22T12:52:52.970-05:00,166,203,164,182,190,905
2025-09-22T12:52:53.754-05:00,166,202,164,182,188,902
2025-09-22T12:52:54.616-05:00,167,202,164,183,188,904
2025-09-22T12:52:56.345-05:00,166,202,164,183,189,904
2025-09-22T12:52:57.085-05:00,166,201,164,182,189,902
2025-09-22T12:52:59.013-05:00,166,203,164,182,189,904
2025-09-22T12:52:59.916-05:00,167,203,163,182,191,906
2025-09-22T12:53:00.480-05:00,167,204,163,182,191,907
2025-09-22T12:53:02.216-05:00,165,204,164,183,188,904
2025-09-22T12:53:02.734-05:00,165,204,163,183,188,903
2025-09-22T12:53:04.581-05:00,166,202,163,182,189,902
2025-09-22T12:53:05.475-05:00,166,202,163,182,189,902
2025-09-22T12:53:06.278-05:00,166,201,163,183,189,902
2025-09-22T12:53:06.946-05:00,166,201,164,183,189,903
2025-09-22T12:53:08.603-05:00,165,203,165,185,190,908
2025-09-22T12:53:10.786-05:00,136,203,164,182,190,875
2025-09-22T12:53:11.280-05:00,136,203,164,182,190,875
2025-09-22T12:53:11.696-05:00,136,203,164,182,190,875
2025-09-22T12:53:12.128-05:00,136,203,164,182,190,875
2025-09-22T12:53:12.555-05:00,136,203,164,182,190,875
2025-09-22T12:53:14.269-05:00,135,201,163,182,190,871
2025-09-22T12:53:14.712-05:00,136,202,163,181,190,872
2025-09-22T12:53:16.405-05:00,136,202,136,181,190,845
2025-09-22T12:53:16.833-05:00,136,202,136,181,190,845
2025-09-22T12:53:17.262-05:00,136,201,136,181,190,844
2025-09-22T12:53:17.694-05:00,136,201,136,181,190,844
2025-09-22T12:53:18.466-05:00,136,201,136,182,190,845
2025-09-22T12:53:20.207-05:00,136,201,135,182,162,816
2025-09-22T12:53:20.723-05:00,135,204,135,181,162,817
2025-09-22T12:53:22.440-05:00,135,204,135,181,162,817
2025-09-22T12:53:22.883-05:00,135,204,135,181,162,817
2025-09-22T12:53:23.307-05:00,135,204,135,181,160,815
2025-09-22T12:53:23.732-05:00,135,202,135,181,160,813
2025-09-22T12:53:24.213-05:00,135,202,135,181,160,813
2025-09-22T12:53:24.638-05:00,135,202,135,181,160,813
2025-09-22T12:53:26.250-05:00,136,202,135,182,160,815
2025-09-22T12:53:26.675-05:00,136,203,135,182,160,816
2025-09-22T12:53:28.385-05:00,135,203,137,182,160,817
2025-09-22T12:53:28.807-05:00,135,203,137,182,160,817
2025-09-22T12:53:29.245-05:00,135,105,137,182,160,719
2025-09-22T12:53:29.701-05:00,135,105,137,182,160,719
2025-09-22T12:53:30.129-05:00,135,105,137,182,160,719
2025-09-22T12:53:32.188-05:00,136,84,134,182,162,698
2025-09-22T12:53:32.683-05:00,136,84,134,183,162,699
2025-09-22T12:53:34.504-05:00,136,84,134,183,162,699
2025-09-22T12:53:34.939-05:00,136,84,134,183,162,699
2025-09-22T12:53:35.367-05:00,136,84,134,183,162,699
2025-09-22T12:53:35.789-05:00,136,84,134,183,162,699
2025-09-22T12:53:36.214-05:00,136,84,135,183,162,700
2025-09-22T12:53:36.761-05:00,136,84,135,183,162,700
2025-09-22T12:53:37.445-05:00,136,84,135,97,161,613
2025-09-22T12:53:38.713-05:00,135,83,134,96,160,608
2025-09-22T12:53:55.184-05:00,135,83,134,96,160,608
2025-09-22T12:53:56.706-05:00,136,83,135,96,160,610
2025-09-22T12:53:57.211-05:00,136,85,135,96,160,612
2025-09-22T12:53:58.893-05:00,136,85,135,96,160,612
2025-09-22T12:53:59.324-05:00,136,85,135,96,160,612
2025-09-22T12:53:59.748-05:00,136,87,135,96,160,614
2025-09-22T12:54:00.201-05:00,136,87,135,96,160,614
2025-09-22T12:54:00.624-05:00,136,87,135,96,160,614
2025-09-22T12:54:01.576-05:00,134,87,136,95,160,612
2025-09-22T12:54:03.008-05:00,136,87,134,95,160,612
2025-09-22T12:54:03.517-05:00,135,86,134,95,160,610
2025-09-22T12:54:05.325-05:00,135,86,134,96,160,611
